Label,GISAID/GenBank accession,Country,Host,Clade,Nextclade_pango,Collection_date,WHO_Label,,,,,,,,,
hCoV-19/human/Qatar/OR074497/2023-03-08,OR074497,Qatar,human,23A (Omicron),XBB.1.5.65,3/8/2023,Omicron,,,,,,,,,
hCoV-19/human/Qatar/PP258326/2022-06-15,PP258326,Qatar,human,22B (Omicron),BE.1,6/15/2022,Omicron,,,,,,,,,
hCoV-19/human/Romania/MW255830/2020-07-20,MW255830,Romania,human,20B,B.1.1,7/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Romania/MZ068219/2021-04-26,MZ068219,Romania,human,21A (Delta),B.1.617.2,4/26/2021,Delta,,,,,,,,,
hCoV-19/human/Romania/OM595383/2021-06-12,OM595383,Romania,human,"20I (Alpha, V1)",B.1.1.7,6/12/2021,Alpha,,,,,,,,,
hCoV-19/human/Romania/OM595406/2021-06-12,OM595406,Romania,human,"20I (Alpha, V1)",B.1.1.7,6/12/2021,Alpha,,,,,,,,,
hCoV-19/human/Romania/OM643297/2021-07-13,OM643297,Romania,human,21J (Delta),AY.4,7/13/2021,Delta,,,,,,,,,
hCoV-19/human/Romania/OM643304/2021-07-13,OM643304,Romania,human,21J (Delta),AY.4,7/13/2021,Delta,,,,,,,,,
hCoV-19/human/Romania/OM643314/2021-07-13,OM643314,Romania,human,21J (Delta),AY.34.1,7/13/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/MT510643/2020-03-20,MT510643,Russia,human,20B,B.1.1,3/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MT510747/2020-03-22,MT510747,Russia,human,20B,B.1.1,3/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MT637143/2020-03-22,MT637143,Russia,human,20B,B.1.1,3/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332226/2020-07-30,MW332226,Russia,human,20B,B.1.1,7/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332229/2020-05-03,MW332229,Russia,human,20B,B.1.1,5/3/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332235/2020-05-02,MW332235,Russia,human,20B,B.1.1.424,5/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332237/2020-07-30,MW332237,Russia,human,20B,B.1.1,7/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332238/2020-07-22,MW332238,Russia,human,20B,B.1.1,7/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW332240/2020-04-08,MW332240,Russia,human,20A,B.1,4/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MW514307/2020-06-04,MW514307,Russia,human,20B,B.1.1.317,6/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MZ044345/2020-04-21,MZ044345,Russia,human,20B,B.1.1,4/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/MZ047312/2020-04-21,MZ047312,Russia,human,20B,B.1.1,4/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OK037181/2021-03-10,OK037181,Russia,human,20B,B.1.1,3/10/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OK087381/2021-08-27,OK087381,Russia,human,21J (Delta),AY.122,8/27/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OL989070/2021-01-16,OL989070,Russia,human,20B,B.1.1.189,1/16/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/ON032858/2022-01-27,ON032858,Russia,human,21K (Omicron),BA.1.15,1/27/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/ON032860/2021-10-08,ON032860,Russia,human,21J (Delta),AY.122,10/8/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ059017/2022-09-02,OQ059017,Russia,human,22B (Omicron),BA.5.2,9/2/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ059025/2022-11-25,OQ059025,Russia,human,22B (Omicron),BA.5.2.51,11/25/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ318406/2021-02-11,OQ318406,Russia,human,20B,B.1.1,2/11/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OQ318413/2021-06-28,OQ318413,Russia,human,21J (Delta),AY.122,6/28/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ318418/2021-09-14,OQ318418,Russia,human,21J (Delta),AY.122,9/14/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ318425/2021-11-11,OQ318425,Russia,human,21J (Delta),AY.122,11/11/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ318433/2022-01-26,OQ318433,Russia,human,21K (Omicron),BA.1.17.2,1/26/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ363234/2020-10-29,OQ363234,Russia,human,20B,B.1.1.397,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OQ363244/2020-11-18,OQ363244,Russia,human,20B,B.1.1,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OQ718966/2021-09-20,OQ718966,Russia,human,21J (Delta),AY.122,9/20/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ718970/2022-02-07,OQ718970,Russia,human,21K (Omicron),BA.1.1,2/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954620/2021-01-06,OQ954620,Russia,human,20B,B.1.1,1/6/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OQ954638/2021-11-25,OQ954638,Russia,human,21J (Delta),AY.122,11/25/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ954639/2021-11-26,OQ954639,Russia,human,21J (Delta),AY.122,11/26/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OQ954660/2022-02-09,OQ954660,Russia,human,21K (Omicron),BA.1.1,2/9/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954676/2022-02-28,OQ954676,Russia,human,21K (Omicron),BA.1.1,2/28/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954680/2022-03-04,OQ954680,Russia,human,21K (Omicron),BA.1.1,3/4/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954681/2022-07-27,OQ954681,Russia,human,22B (Omicron),BA.5.2,7/27/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954683/2022-08-18,OQ954683,Russia,human,recombinant,XAZ,8/18/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954686/2022-08-23,OQ954686,Russia,human,22B (Omicron),BA.5.2,8/23/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954689/2022-08-25,OQ954689,Russia,human,22B (Omicron),BA.5.2,8/25/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954692/2022-09-22,OQ954692,Russia,human,22B (Omicron),BA.5.1.19,9/22/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954693/2022-10-17,OQ954693,Russia,human,22B (Omicron),BA.5.2.16,10/17/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OQ954697/2022-03-10,OQ954697,Russia,human,21L (Omicron),BA.2,3/10/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OR083745/2021-07-06,OR083745,Russia,human,21J (Delta),AY.122,7/6/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR083750/2023-01-17,OR083750,Russia,human,21J (Delta),AY.122,1/17/2023,Delta,,,,,,,,,
hCoV-19/human/Russia/OR177875/2023-03-02,OR177875,Russia,human,22F (Omicron),XBB.1.14,3/2/2023,Omicron,,,,,,,,,
hCoV-19/human/Russia/OR356164/2022-01-24,OR356164,Russia,human,21J (Delta),AY.122,1/24/2022,Delta,,,,,,,,,
hCoV-19/human/Russia/OR356192/2022-09-15,OR356192,Russia,human,22B (Omicron),CK.1,9/15/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OR883864/2021-10-13,OR883864,Russia,human,21J (Delta),AY.122,10/13/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883872/2021-12-22,OR883872,Russia,human,21J (Delta),AY.122,12/22/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883875/2022-03-01,OR883875,Russia,human,21K (Omicron),BA.1.1,3/1/2022,Omicron,,,,,,,,,
hCoV-19/human/Russia/OR883877/2021-02-11,OR883877,Russia,human,20B,B.1.1,2/11/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883878/2021-05-31,OR883878,Russia,human,21J (Delta),AY.122,5/31/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883880/2021-06-18,OR883880,Russia,human,21J (Delta),AY.122,6/18/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883881/2021-06-28,OR883881,Russia,human,21J (Delta),AY.122,6/28/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883885/2021-07-29,OR883885,Russia,human,21J (Delta),AY.122,7/29/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883886/2021-09-15,OR883886,Russia,human,21J (Delta),AY.122,9/15/2021,Delta,,,,,,,,,
hCoV-19/human/Russia/OR883893/2020-12-25,OR883893,Russia,human,20B,K.2,12/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883905/2021-01-11,OR883905,Russia,human,20B,B.1.1,1/11/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883933/2020-10-30,OR883933,Russia,human,20B,B.1.1.277,10/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883938/2020-11-02,OR883938,Russia,human,20B,K.2,11/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883939/2020-11-02,OR883939,Russia,human,20B,K.2,11/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883944/2020-09-29,OR883944,Russia,human,20B,K.2,9/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883945/2020-09-29,OR883945,Russia,human,20B,K.2,9/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883978/2020-10-29,OR883978,Russia,human,20B,B.1.1.397,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR883980/2020-09-29,OR883980,Russia,human,20B,K.2,9/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/OR884048/2020-12-07,OR884048,Russia,human,20B,B.1.1.372,12/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/PP158724/2020-12-08,PP158724,Russia,human,20B,B.1.1,12/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Russia/PP981041/2021-08-03,PP981041,Russia,human,21J (Delta),AY.122,8/3/2021,Delta,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MT630424/2020-03-15,MT630424,Saudi_Arabia,human,20A,B.1,3/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MT755885/2020-02-09,MT755885,Saudi_Arabia,human,20A,B.1,2/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MT755894/2020-02-20,MT755894,Saudi_Arabia,human,20A,B.1.456,2/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MT755896/2020-02-24,MT755896,Saudi_Arabia,human,20A,B.1,2/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MT820481/2020-04-30,MT820481,Saudi_Arabia,human,20B,B.1.1,4/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MZ208928/2021-04-15,MZ208928,Saudi_Arabia,human,"20I (Alpha, V1)",B.1.1.7,4/15/2021,Alpha,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MZ895659/2020-11-25,MZ895659,Saudi_Arabia,human,20B,B.1.1,11/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/MZ895662/2021-01-03,MZ895662,Saudi_Arabia,human,20B,B.1.1,1/3/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OK081888/2021-04-06,OK081888,Saudi_Arabia,human,"20I (Alpha, V1)",B.1.1.7,4/6/2021,Alpha,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OU994340/2020-04-24,OU994340,Saudi_Arabia,human,20A,B.1,4/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OU994684/2020-05-08,OU994684,Saudi_Arabia,human,20A,B.1.36,5/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OU998679/2020-08-23,OU998679,Saudi_Arabia,human,20A,B.1.36,8/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OU998715/2020-08-23,OU998715,Saudi_Arabia,human,20A,B.1,8/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV024247/2020-04-24,OV024247,Saudi_Arabia,human,20A,B.1.36,4/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV039246/2020-03-24,OV039246,Saudi_Arabia,human,20A,B.1,3/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV064962/2020-03-30,OV064962,Saudi_Arabia,human,20B,B.1.1,3/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV079458/2020-06-15,OV079458,Saudi_Arabia,human,20A,B.1,6/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV081788/2020-05-24,OV081788,Saudi_Arabia,human,20B,B.1.1,5/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV081802/2020-06-17,OV081802,Saudi_Arabia,human,20B,B.1.1.161,6/17/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV081836/2020-05-12,OV081836,Saudi_Arabia,human,20A,B.1,5/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV082457/2020-06-23,OV082457,Saudi_Arabia,human,20B,B.1.1.161,6/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV089965/2020-08-11,OV089965,Saudi_Arabia,human,20A,B.1,8/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV089970/2020-07-29,OV089970,Saudi_Arabia,human,20A,B.1.36.10,7/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV090042/2020-07-18,OV090042,Saudi_Arabia,human,20A,B.1,7/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Saudi_Arabia/OV090840/2020-07-29,OV090840,Saudi_Arabia,human,20A,B.1.398,7/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MT450872/2020-04-13,MT450872,Serbia,human,20B,B.1.1.70,4/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MT883501/2020-05-11,MT883501,Serbia,human,20A,B.1,5/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MT883504/2020-07-14,MT883504,Serbia,human,20B,B.1.1.70,7/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW012270/2020-07-19,MW012270,Serbia,human,20B,B.1.1.70,7/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW127518/2020-04-03,MW127518,Serbia,human,20B,B.1.1.70,4/3/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW127520/2020-04-12,MW127520,Serbia,human,20B,B.1.1.70,4/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW266948/2020-07-15,MW266948,Serbia,human,20D,C.35,7/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW266950/2020-05-13,MW266950,Serbia,human,20B,B.1.1.70,5/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW315970/2020-06-24,MW315970,Serbia,human,20D,C.35,6/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW315975/2020-03-12,MW315975,Serbia,human,20B,B.1.1,3/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW315977/2020-06-25,MW315977,Serbia,human,20A,B.1,6/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW315980/2020-06-25,MW315980,Serbia,human,20D,C.35,6/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW327512/2020-03-31,MW327512,Serbia,human,20A,B.1,3/31/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW327525/2020-05-16,MW327525,Serbia,human,20A,B.1,5/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW485246/2020-08-04,MW485246,Serbia,human,20D,C.35,8/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW485795/2020-08-04,MW485795,Serbia,human,20B,B.1.1.70,8/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW485803/2020-08-26,MW485803,Serbia,human,20B,B.1.1.218,8/26/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW548717/2020-11-01,MW548717,Serbia,human,20D,C.35,11/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW548718/2020-11-27,MW548718,Serbia,human,20A,B.1.160,11/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MW548721/2020-11-12,MW548721,Serbia,human,20E (EU1),B.1.177,11/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Serbia/MZ558052/2021-06-29,MZ558052,Serbia,human,21J (Delta),AY.122,6/29/2021,Delta,,,,,,,,,
hCoV-19/human/Serbia/MZ558053/2021-06-29,MZ558053,Serbia,human,21J (Delta),AY.122,6/29/2021,Delta,,,,,,,,,
hCoV-19/human/Serbia/PP346036/2021-05-18,PP346036,Serbia,human,"20I (Alpha, V1)",B.1.1.7,5/18/2021,Alpha,,,,,,,,,
hCoV-19/human/Serbia/PP346039/2021-05-18,PP346039,Serbia,human,"20I (Alpha, V1)",B.1.1.7,5/18/2021,Alpha,,,,,,,,,
hCoV-19/human/Serbia/PP346042/2021-05-18,PP346042,Serbia,human,"20I (Alpha, V1)",B.1.1.7,5/18/2021,Alpha,,,,,,,,,
hCoV-19/human/Serbia/PP346044/2021-07-28,PP346044,Serbia,human,21J (Delta),AY.46.6,7/28/2021,Delta,,,,,,,,,
hCoV-19/human/Serbia/PP346045/2021-07-28,PP346045,Serbia,human,21J (Delta),AY.46.6,7/28/2021,Delta,,,,,,,,,
hCoV-19/human/Serbia/PP346046/2021-09-07,PP346046,Serbia,human,21J (Delta),AY.122,9/7/2021,Delta,,,,,,,,,
hCoV-19/human/Serbia/PP346047/2021-07-29,PP346047,Serbia,human,21J (Delta),AY.122,7/29/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OK377353/2021-02-10,OK377353,Seychelles,human,"20H (Beta, V2)",B.1.351,2/10/2021,Beta,,,,,,,,,
hCoV-19/human/Seychelles/OK377356/2021-04-25,OK377356,Seychelles,human,"20H (Beta, V2)",B.1.351,4/25/2021,Beta,,,,,,,,,
hCoV-19/human/Seychelles/OK377374/2021-05-20,OK377374,Seychelles,human,"20H (Beta, V2)",B.1.351,5/20/2021,Beta,,,,,,,,,
hCoV-19/human/Seychelles/OK377379/2021-05-21,OK377379,Seychelles,human,"20H (Beta, V2)",B.1.351,5/21/2021,Beta,,,,,,,,,
hCoV-19/human/Seychelles/OK377421/2020-10-02,OK377421,Seychelles,human,20B,B.1.1.277,10/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Seychelles/OK377459/2021-06-16,OK377459,Seychelles,human,21I (Delta),B.1.617.2,6/16/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OK377474/2021-07-01,OK377474,Seychelles,human,21J (Delta),AY.122,7/1/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OK377479/2021-07-12,OK377479,Seychelles,human,21J (Delta),AY.122,7/12/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OK377522/2021-08-18,OK377522,Seychelles,human,21J (Delta),AY.122,8/18/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OL351872/2021-08-04,OL351872,Seychelles,human,21J (Delta),AY.122,8/4/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OL351963/2021-09-14,OL351963,Seychelles,human,21J (Delta),B.1.617.2,9/14/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/OL352021/2021-09-22,OL352021,Seychelles,human,21J (Delta),AY.122,9/22/2021,Delta,,,,,,,,,
hCoV-19/human/Seychelles/ON603364/2022-01-07,ON603364,Seychelles,human,21K (Omicron),BA.1.1,1/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/ON603407/2022-01-11,ON603407,Seychelles,human,21K (Omicron),BA.1.1,1/11/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/ON603426/2022-01-17,ON603426,Seychelles,human,21K (Omicron),BA.1.1,1/17/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/ON603457/2022-02-01,ON603457,Seychelles,human,21K (Omicron),BA.1.1,2/1/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP778231/2022-06-03,OP778231,Seychelles,human,22B (Omicron),BA.5.1,6/3/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP882753/2022-09-30,OP882753,Seychelles,human,22B (Omicron),BA.5.2,9/30/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP883623/2022-07-22,OP883623,Seychelles,human,22B (Omicron),BA.5.2,7/22/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP883626/2022-08-22,OP883626,Seychelles,human,22B (Omicron),BA.5.2,8/22/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP883649/2022-08-03,OP883649,Seychelles,human,22B (Omicron),BE.1.1,8/3/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP883651/2022-08-25,OP883651,Seychelles,human,22B (Omicron),BA.5.2,8/25/2022,Omicron,,,,,,,,,
hCoV-19/human/Seychelles/OP883655/2022-06-30,OP883655,Seychelles,human,22B (Omicron),BE.1,6/30/2022,Omicron,,,,,,,,,
hCoV-19/human/Sierra_Leone/MT872495/2020-04-08,MT872495,Sierra_Leone,human,20A,B.1.379,4/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MT872497/2020-03-30,MT872497,Sierra_Leone,human,20C,B.1,3/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MT872499/2020-04-23,MT872499,Sierra_Leone,human,20C,B.1,4/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MT872501/2020-04-27,MT872501,Sierra_Leone,human,19B,A.12,4/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MT872502/2020-03-31,MT872502,Sierra_Leone,human,20B,B.1.1,3/31/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ411527/2020-12-07,MZ411527,Sierra_Leone,human,20C,B.1.509,12/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ436883/2020-12-30,MZ436883,Sierra_Leone,human,20B,R.1,12/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ436888/2021-01-31,MZ436888,Sierra_Leone,human,20B,R.1,1/31/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ436891/2021-01-15,MZ436891,Sierra_Leone,human,20B,R.1,1/15/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ436896/2021-01-14,MZ436896,Sierra_Leone,human,20B,R.1,1/14/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ664023/2021-02-01,MZ664023,Sierra_Leone,human,20B,R.1,2/1/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ664025/2021-02-05,MZ664025,Sierra_Leone,human,20B,R.1,2/5/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ664026/2021-02-05,MZ664026,Sierra_Leone,human,20B,R.1,2/5/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ854392/2021-06-07,MZ854392,Sierra_Leone,human,21I (Delta),B.1.617.2,6/7/2021,Delta,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ854397/2021-06-07,MZ854397,Sierra_Leone,human,21I (Delta),B.1.617.2,6/7/2021,Delta,,,,,,,,,
hCoV-19/human/Sierra_Leone/MZ854400/2021-06-07,MZ854400,Sierra_Leone,human,21I (Delta),B.1.617.2,6/7/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OL413478/2021-10-27,OL413478,Singapore,human,21J (Delta),AY.23.1,10/27/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OL413479/2021-10-27,OL413479,Singapore,human,21J (Delta),AY.23.1,10/27/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OM877508/2021-11-18,OM877508,Singapore,human,21J (Delta),AY.23,11/18/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OM877509/2021-11-13,OM877509,Singapore,human,21J (Delta),AY.23.1,11/13/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OM881787/2021-12-30,OM881787,Singapore,human,21J (Delta),AY.23.1,12/30/2021,Delta,,,,,,,,,
hCoV-19/human/Singapore/OM881791/2022-01-06,OM881791,Singapore,human,21J (Delta),AY.23.1,1/6/2022,Delta,,,,,,,,,
hCoV-19/human/Slovakia/OU474378/2021-03-22,OU474378,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,3/22/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU475497/2021-05-18,OU475497,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,5/18/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU475612/2021-06-05,OU475612,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,6/5/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU475852/2021-05-22,OU475852,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,5/22/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU476162/2021-05-19,OU476162,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,5/19/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU706365/2021-06-14,OU706365,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,6/14/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU706392/2021-07-05,OU706392,Slovakia,human,21J (Delta),AY.124,7/5/2021,Delta,,,,,,,,,
hCoV-19/human/Slovakia/OU706936/2021-08-20,OU706936,Slovakia,human,21J (Delta),AY.4,8/20/2021,Delta,,,,,,,,,
hCoV-19/human/Slovakia/OU819190/2021-04-22,OU819190,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,4/22/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU819442/2021-07-26,OU819442,Slovakia,human,21J (Delta),AY.4,7/26/2021,Delta,,,,,,,,,
hCoV-19/human/Slovakia/OU819968/2021-06-08,OU819968,Slovakia,human,"20I (Alpha, V1)",B.1.1.7,6/8/2021,Alpha,,,,,,,,,
hCoV-19/human/Slovakia/OU857472/2021-09-12,OU857472,Slovakia,human,21J (Delta),AY.125,9/12/2021,Delta,,,,,,,,,
hCoV-19/human/Slovakia/OU957479/2021-09-14,OU957479,Slovakia,human,21I (Delta),AY.9.2,9/14/2021,Delta,,,,,,,,,
